Country Name,Country Code,Series Name,Series Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,29110,29580,30280,32430,34650,35500,36630,39430,41200,40720,39010,37760,39530,..,..
Ecuador,ECU,Forest area (sq. km),AG.LND.FRST.K2,133091.14,132388.83,131686.52,130984.21,130281.9,129863.88,129445.86,129027.84,128609.82,128191.8,127549.1,126906.4,126263.7,..,..
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,169130,182230,189120,195490,196500,201610,212410,210430,216650,225950,233960,238690,246260,..,..
"Egypt, Arab Rep.",EGY,Forest area (sq. km),AG.LND.FRST.K2,630.68,637.11,643.54,649.97,656.4,621.96,587.52,553.08,518.64,484.2,449.8,449.8,449.8,..,..
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,7230,7630,6910,6680,6540,6780,6770,6460,6590,7000,7170,6380,6810,..,..
El Salvador,SLV,Forest area (sq. km),AG.LND.FRST.K2,6468.8,6423.8,6378.8,6333.8,6288.8,6243.8,6198.8,6153.8,6108.8,6063.8,6018.8,5973.8,5928.8,..,..
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,9160,7550,8980,9660,9520,9710,10010,9350,8090,7140,5600,5630,6670,..,..
Equatorial Guinea,GNQ,Forest area (sq. km),AG.LND.FRST.K2,25654.38,25570.81,25487.24,25403.67,25320.1,25236.52,25152.94,25069.36,24985.78,24902.2,24818.6,24735,24651.4,..,..
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,520,510,450,470,500,580,630,650,680,650,660,720,800,..,..
Eritrea,ERI,Forest area (sq. km),AG.LND.FRST.K2,10995,10963.4,10931.8,10900.2,10868.6,10837,10805.4,10773.8,10742.2,10710.6,10679,10647.4,10615.8,..,..
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,15890,19850,18290,14960,18880,18050,16780,19190,17820,15370,15650,16280,16000,..,..
Estonia,EST,Forest area (sq. km),AG.LND.FRST.K2,22971.68,23068.81,23165.94,23263.07,23360.2,23530.18,23700.16,23870.14,24040.12,24210.1,24212.5,24384,24384,..,..
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1010,1040,1020,1070,1010,1020,1060,1550,960,1030,1230,1040,1090,..,..
Eswatini,SWZ,Forest area (sq. km),AG.LND.FRST.K2,4805.7,4817.85,4830,4842.15,4854.3,4866.44,4878.58,4890.72,4902.86,4915,4927.2,4939.3,4951.4,..,..
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,5400,6070,6880,6930,6470,7540,8460,10280,12330,12880,14950,15460,16280,..,..
Ethiopia,ETH,Forest area (sq. km),AG.LND.FRST.K2,180905,180175,179445,178715,177985,177255,176525,175795,175065,174335,173605,172875,172145,..,..
Faroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Forest area (sq. km),AG.LND.FRST.K2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,..,..
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,1370,1260,960,970,1160,1110,1030,1130,1310,1510,1740,1810,1900,..,..
Fiji,FJI,Forest area (sq. km),AG.LND.FRST.K2,10465.32,10532.09,10598.86,10665.63,10732.4,10799.16,10865.92,10932.68,10999.44,11066.2,11133,11199.8,11266.6,..,..
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,67020,65100,56660,54180,62530,55120,49410,50190,46160,42820,45710,43010,44360,..,..
Finland,FIN,Forest area (sq. km),AG.LND.FRST.K2,223234.56,223030.92,222827.28,222623.64,222420,222754,223088,223422,223756,224090,224090,224090,224090,..,..
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Forest area (sq. km),AG.LND.FRST.K2,1490.96,1491.87,1492.78,1493.69,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,1494.6,..,..
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,4040,4050,4130,4200,4770,5640,5830,5700,5500,5480,5710,4700,4610,..,..
Gabon,GAB,Forest area (sq. km),AG.LND.FRST.K2,236696.46,236645.87,236595.28,236544.69,236494.1,236375.28,236256.46,236137.64,236018.82,235900,235781.2,235662.4,235543.6,..,..
"Gambia, The",GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,360,400,430,480,440,450,460,440,520,530,530,540,570,..,..
"Gambia, The",GMB,Forest area (sq. km),AG.LND.FRST.K2,3229.32,3171.99,3114.66,3057.33,3000,2942.68,2885.36,2828.04,2770.72,2713.4,2656,2598.7,2541.4,..,..
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,4700,5630,4840,5620,5320,6520,7190,7840,8470,9200,9650,9630,9460,..,..
Georgia,GEO,Forest area (sq. km),AG.LND.FRST.K2,27976.8,28038.6,28100.4,28162.2,28224,28224,28224,28224,28224,28224,28224,28224,28224,..,..
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,8430,9050,8560,9950,11150,12210,14220,15010,14370,15130,14110,14780,16110,..,..
Ghana,GHA,Forest area (sq. km),AG.LND.FRST.K2,83052.02,82146.34,81240.66,80334.98,79429.3,79304.32,79179.34,79054.36,78929.38,78804.4,79222.4,79640.4,79712.6,..,..
Gibraltar,GIB,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Forest area (sq. km),AG.LND.FRST.K2,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,100700,104310,100410,94740,87580,84550,80090,72480,69550,68010,66850,66800,65290,..,..
Greece,GRC,Forest area (sq. km),AG.LND.FRST.K2,37811.736,38113.31,38414.883,38716.457,39018.03,39018.03,39018.03,39018.03,39018.03,39018.03,39018,39018,39018,..,..
Greenland,GRL,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Forest area (sq. km),AG.LND.FRST.K2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,..,..
Grenada,GRD,CO2 emissions (kt),EN.ATM.CO2E.KT,260,280,290,810,290,290,420,320,250,270,280,290,300,..,..
Grenada,GRD,Forest area (sq. km),AG.LND.FRST.K2,177,177,177,177,177,177,177,177,177,177,177,177,177,..,..
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Forest area (sq. km),AG.LND.FRST.K2,240,240,240,240,240,242,244,246,248,250,280,280,280,..,..
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,11510,12410,11240,11850,11450,11740,12150,13010,13950,16340,17460,16510,18210,..,..
Guatemala,GTM,Forest area (sq. km),AG.LND.FRST.K2,39172.4,38685.8,38199.2,37712.6,37226,36952.4,36678.8,36405.2,36131.6,35858,35742,35626,35510,..,..
Guinea,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,1900,1980,2010,2120,2500,2620,2490,2180,2240,2540,2830,2970,3120,..,..
Guinea,GIN,Forest area (sq. km),AG.LND.FRST.K2,67130,66770,66410,66050,65690,65330,64970,64610,64250,63890,63490,63090,62690,..,..
Guinea-Bissau,GNB,CO2 emissions (kt),EN.ATM.CO2E.KT,220,230,220,230,240,250,250,260,280,280,300,300,310,..,..
Guinea-Bissau,GNB,Forest area (sq. km),AG.LND.FRST.K2,20982.1,20897.65,20813.2,20728.75,20644.3,20559.86,20475.42,20390.98,20306.54,20222.1,20137.7,20053.3,19968.9,..,..
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,1330,1600,1600,1620,1760,1830,2000,1980,2060,2050,2310,2320,2440,..,..
Guyana,GUY,Forest area (sq. km),AG.LND.FRST.K2,185375.74,185331.33,185286.92,185242.51,185198.1,185081.2,184964.3,184847.4,184730.5,184613.6,184521.6,184429.5,184337.5,..,..
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,1720,2040,2030,1990,2460,2800,2500,2730,3060,3320,3400,3370,3330,..,..
Haiti,HTI,Forest area (sq. km),AG.LND.FRST.K2,3792.88,3790.61,3788.34,3786.07,3783.8,3752.74,3721.68,3690.62,3659.56,3628.5,3597.4,3566.3,3535.2,..,..
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,8030,8610,8650,8150,8210,8780,9140,9340,9460,9870,9400,9000,9770,..,..
Honduras,HND,Forest area (sq. km),AG.LND.FRST.K2,66565.9,66363.1,66160.3,65957.5,65754.7,65531.42,65308.14,65084.86,64861.58,64638.3,64430.5,64221.1,64011.6,..,..
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,55460,53860,53030,47840,47880,46910,43430,40760,40630,43380,44480,46550,46390,..,..
Hungary,HUN,Forest area (sq. km),AG.LND.FRST.K2,19963.02,20088.24,20213.46,20338.68,20463.9,20492.76,20521.62,20550.48,20579.34,20608.2,20587.3,20572.7,20559.2,..,..
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,2330,2380,2180,2110,1960,1890,1860,2030,2050,2060,2070,2170,2200,..,..
Iceland,ISL,Forest area (sq. km),AG.LND.FRST.K2,387.34,402.18,417.02,431.86,446.7,453.68,460.66,467.64,474.62,481.6,486.6,493.8,500.4,..,..
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,490770,523740,534090,551430,550890,561730,571120,592480,610670,602230,605760,620780,629290,..,..
"Iran, Islamic Rep.",IRN,Forest area (sq. km),AG.LND.FRST.K2,101454.52,102820.84,104187.16,105553.48,106919.8,106919.8,106919.8,106919.8,106919.8,106919.8,107020.8,107105.9,107270.3,..,..
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,83890,77470,86040,107520,120230,131030,151860,162550,168840,162190,172350,174290,188140,..,..
Iraq,IRQ,Forest area (sq. km),AG.LND.FRST.K2,8222,8229,8236,8243,8250,8250,8250,8250,8250,8250,8250,8250,8250,..,..
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,47810,47020,46350,41020,40630,36360,37100,35720,35550,36990,38710,37530,37110,..,..
Ireland,IRL,Forest area (sq. km),AG.LND.FRST.K2,6843.72,6933.74,7023.76,7113.78,7203.8,7272.38,7340.96,7409.54,7478.12,7546.7,7623.5,7700.2,7740.2,..,..
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Forest area (sq. km),AG.LND.FRST.K2,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,..,..
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,64330,66590,66700,65720,70510,69820,76060,67000,64710,66140,65260,66040,61970,..,..
Israel,ISR,Forest area (sq. km),AG.LND.FRST.K2,1536,1537,1538,1539,1540,1562,1584,1606,1628,1650,1400,1400,1400,..,..
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,12060,12020,9620,7880,7480,7600,7110,7580,7400,7290,7750,7190,8510,..,..
Jamaica,JAM,Forest area (sq. km),AG.LND.FRST.K2,5434.7,5472.15,5509.6,5547.05,5584.5,5622.52,5660.54,5698.56,5736.58,5774.6,5813.4,5852.3,5891.2,..,..
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,20170,21090,20010,20660,20200,20760,24120,23800,25590,25360,24860,26100,24700,..,..
Jordan,JOR,Forest area (sq. km),AG.LND.FRST.K2,975,975,975,975,975,975,975,975,975,975,975,975,975,..,..
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,180210,189110,232010,204220,223570,242190,241490,256340,205230,206640,223020,225560,220450,..,..
Kazakhstan,KAZ,Forest area (sq. km),AG.LND.FRST.K2,31120.78,31046.034,30971.288,30896.541,30821.795,31274.349,31726.902,32179.455,32632.009,33084.562,33377.1,33669.6,33962.012,..,..
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,9300,9370,9910,11710,12640,13030,12130,14100,15030,17090,18770,18890,18400,..,..
Kenya,KEN,Forest area (sq. km),AG.LND.FRST.K2,37542.8,37197.95,36853.1,36508.25,36163.4,35975.54,35787.68,35599.82,35411.96,35224.1,35519.7,35815.3,36110.9,..,..
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,70,60,60,60,50,50,60,60,60,60,80,80,80,..,..
Kiribati,KIR,Forest area (sq. km),AG.LND.FRST.K2,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,..,..
"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,78940,65640,72830,55360,51620,37040,38500,27820,31420,25300,30090,22380,18120,..,..
"Korea, Dem. People's Rep.",PRK,Forest area (sq. km),AG.LND.FRST.K2,63273.1,63060.8,62848.5,62636.2,62423.9,62211.6,61999.3,61787,61574.7,61362.4,61150.1,60937.8,60725.5,..,..
Kosovo,XKX,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,69670,68740,72910,75040,78250,81160,83590,85260,83580,88040,89880,89720,89460,..,..
Kuwait,KWT,Forest area (sq. km),AG.LND.FRST.K2,56.9,58.3,59.7,61.1,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,..,..
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,5320,6470,7510,6760,6350,7620,10060,9380,9710,10270,9700,9340,11000,..,..
Kyrgyz Republic,KGZ,Forest area (sq. km),AG.LND.FRST.K2,12101.68,12150.46,12199.24,12248.02,12296.8,12341.06,12385.32,12429.58,12473.84,12518.1,12562.4,12606.642,12789,..,..
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,1640,1730,2050,2540,2880,3040,3270,3910,4420,8660,15360,18510,18790,..,..
Lao PDR,LAO,Forest area (sq. km),AG.LND.FRST.K2,171343,170858.5,170374,169889.5,169405,169060,168715,168370,168025,167680,167335,166990,166645,..,..
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,8200,8530,8110,7360,8520,7900,7570,7450,7280,7320,7150,7120,7630,..,..
Latvia,LVA,Forest area (sq. km),AG.LND.FRST.K2,33196.72,33327.84,33458.96,33590.08,33721.2,33759.84,33798.48,33837.12,33875.76,33914.4,33953.1,33991.8,34030.5,..,..
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,16230,15050,18660,21920,20880,21180,23480,23240,24940,27050,27810,29280,27710,..,..
Lebanon,LBN,Forest area (sq. km),AG.LND.FRST.K2,1376.82,1375.99,1375.16,1374.33,1373.5,1379.46,1385.42,1391.38,1397.34,1403.3,1409.3,1415.3,1421.3,..,..
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,1920,1960,2010,2100,2160,2210,2280,2290,2310,2230,2270,2440,2570,..,..
Lesotho,LSO,Forest area (sq. km),AG.LND.FRST.K2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,..,..
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,690,640,540,540,730,850,950,910,1220,1260,1410,1260,1320,..,..
Liberia,LBR,Forest area (sq. km),AG.LND.FRST.K2,80410.8,80108.2,79805.6,79503,79200.4,78897.8,78595.2,78292.6,77990,77687.4,77384.8,77082.2,76779.6,..,..
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,49370,46290,51470,53810,57230,38050,52300,54990,59700,53840,51180,56810,58940,..,..
Libya,LBY,Forest area (sq. km),AG.LND.FRST.K2,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,..,..
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,230,200,220,210,190,180,190,190,160,160,150,160,140,..,..
Liechtenstein,LIE,Forest area (sq. km),AG.LND.FRST.K2,66.995,66.994,66.994,66.993,66.992,66.994,66.995,66.997,66.998,67,67,67,67,..,..
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,13020,13210,13060,11690,12600,11840,11930,11330,10860,11070,11200,11220,11590,..,..
Lithuania,LTU,Forest area (sq. km),AG.LND.FRST.K2,21100,21250,21400,21550,21700,21734,21768,21802,21836,21870,21900,21960,21980,..,..
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,11740,11140,11040,10460,11060,10930,10690,10150,9650,9130,8860,9000,9320,..,..
Luxembourg,LUX,Forest area (sq. km),AG.LND.FRST.K2,879,881,883,885,887,887,887,887,887,887,887,887,887,..,..
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,1640,1720,1780,1690,1870,2190,2740,2930,3050,3320,3220,3500,3370,..,..
Madagascar,MDG,Forest area (sq. km),AG.LND.FRST.K2,127494.56,127025.87,126557.18,126088.49,125619.8,125487.62,125355.44,125223.26,125091.08,124958.9,124826.8,124694.6,124562.4,..,..
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,930,980,1100,1120,1040,1140,1120,1210,1100,1200,1360,1500,1570,..,..
Malawi,MWI,Forest area (sq. km),AG.LND.FRST.K2,28297,27877,27457,27037,26617,26197,25777,25357,24937,24517,24097,23677,23257,..,..
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,172680,188340,201130,181020,199110,201670,203280,219820,231680,232550,228640,222890,239620,..,..
Malaysia,MYS,Forest area (sq. km),AG.LND.FRST.K2,192451.3,191707.6,190963.9,190220.2,189476.5,190509.64,191542.78,192575.92,193609.06,194642.2,193146.4,192644.9,192143.4,..,..
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,870,870,870,910,960,1010,1140,1130,1360,1350,1750,1820,1910,..,..
Maldives,MDV,Forest area (sq. km),AG.LND.FRST.K2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,..,..
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,1890,2070,2090,2510,2780,3120,3110,3050,3120,3410,4420,5050,5620,..,..
Mali,MLI,Forest area (sq. km),AG.LND.FRST.K2,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,..,..
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2650,2710,2720,2510,2580,2570,2710,2370,2350,1650,1350,1520,1550,..,..
Malta,MLT,Forest area (sq. km),AG.LND.FRST.K2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.8,4.2,4.6,..,..
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,140,140,130,140,140,140,140,140,150,150,180,180,190,..,..
Marshall Islands,MHL,Forest area (sq. km),AG.LND.FRST.K2,94,94,94,94,94,94,94,94,94,94,94,94,94,..,..
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,1460,1720,1800,1990,2070,2190,2400,2200,2520,2950,2810,3800,4000,..,..
Mauritania,MRT,Forest area (sq. km),AG.LND.FRST.K2,3890,3835.6,3781.2,3726.8,3672.4,3618,3563.6,3509.2,3454.8,3400.4,3346,3292,3237,..,..
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,3300,3400,3470,3420,3660,3640,3730,3820,3950,3960,4040,4180,4130,..,..
Mauritius,MUS,Forest area (sq. km),AG.LND.FRST.K2,398.06,394.52,390.98,387.44,383.9,383.72,383.54,383.36,383.18,383,382.9,386.5,386.9,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,140,140,120,130,110,120,130,140,140,150,170,170,180,..,..
"Micronesia, Fed. Sts.",FSM,Forest area (sq. km),AG.LND.FRST.K2,640.22,640.49,640.76,641.03,641.3,641.58,641.86,642.14,642.42,642.7,643,643.3,643.6,..,..
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,7980,8140,8150,7640,8300,8350,8140,7180,7710,8020,8140,8160,8590,..,..
Moldova,MDA,Forest area (sq. km),AG.LND.FRST.K2,3624.6,3654.7,3684.8,3714.9,3745,3768.8,3792.6,3816.4,3840.2,3864,3865,3865,3865,..,..
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Forest area (sq. km),AG.LND.FRST.K2,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,12420,13020,12970,13640,14310,15730,17140,18380,18120,17300,18170,19470,21320,..,..
Mongolia,MNG,Forest area (sq. km),AG.LND.FRST.K2,142159,142079,141999,141919,141839,141827.86,141816.72,141805.58,141794.44,141783.3,141772.2,141761.1,141750,..,..
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,2180,2100,2690,1750,2580,2540,2330,2270,2220,2360,2110,2230,2520,..,..
Montenegro,MNE,Forest area (sq. km),AG.LND.FRST.K2,7466,7667,7868,8069,8270,8270,8270,8270,8270,8270,8270,8270,8270,..,..
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,46190,47730,50180,50540,53660,57790,60150,59720,61160,63150,63080,65930,66680,..,..
Morocco,MAR,Forest area (sq. km),AG.LND.FRST.K2,56073.58,56241.61,56409.64,56577.67,56745.7,56765.94,56786.18,56806.42,56826.66,56846.9,56997.9,57115.9,57215.9,..,..
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1860,2230,2240,2510,2720,3200,3070,3460,4470,5640,5790,6020,6640,..,..
Mozambique,MOZ,Forest area (sq. km),AG.LND.FRST.K2,398584.84,396368.98,394153.12,391937.26,389721.4,387657.12,385592.84,383528.56,381464.28,379400,376282.9,374066,372241.68,..,..
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,10210,10520,8030,7630,8280,8580,11790,13590,17040,19010,21890,31400,32520,..,..
Myanmar,MMR,Forest area (sq. km),AG.LND.FRST.K2,328118.44,324691.33,321264.22,317837.11,314410,311512.88,308615.76,305718.64,302821.52,299924.4,297027.3,294130.2,291233.1,..,..
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,2540,2620,2960,3030,3130,3320,3540,3820,4000,4270,4360,4330,4250,..,..
Namibia,NAM,Forest area (sq. km),AG.LND.FRST.K2,76330.276,75620.182,74910.088,74199.994,73489.9,72779.82,72069.74,71359.66,70649.58,69939.5,69229.4,68519.3,67809.2,..,..
Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,50,40,40,40,40,40,40,50,50,50,60,70,70,..,..
Nauru,NRU,Forest area (sq. km),AG.LND.FRST.K2,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,2620,2690,2990,3880,4640,5200,6000,6090,7130,6460,9340,11030,12030,..,..
Nepal,NPL,Forest area (sq. km),AG.LND.FRST.K2,58895.22,59076.49,59257.76,59439.03,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,..,..
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Forest area (sq. km),AG.LND.FRST.K2,8385.52,8386.69,8387.86,8389.03,8390.2,8389.2,8388.2,8387.2,8386.2,8385.2,8384.2,8383.2,8382.2,..,..
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,34310,33390,34370,31320,31130,30350,32010,31750,31790,32190,31180,32920,32210,..,..
New Zealand,NZL,Forest area (sq. km),AG.LND.FRST.K2,98490.48,98488.16,98485.84,98483.52,98481.2,98478.18,98475.16,98472.14,98469.12,98466.1,98467.5,98508.5,98551.5,..,..
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,4510,4670,4460,4390,4510,4770,4690,4490,4760,5270,5380,5400,5210,..,..
Nicaragua,NIC,Forest area (sq. km),AG.LND.FRST.K2,46726.18,45515.01,44303.84,43092.67,41881.5,41320.26,40759.02,40197.78,39636.54,39075.3,38075.3,37075.3,36075.3,..,..
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,750,820,860,1080,1370,1410,1890,1790,1980,1970,1970,2070,2290,..,..
Niger,NER,Forest area (sq. km),AG.LND.FRST.K2,12535.8,12411.6,12287.4,12163.2,12039,11914.8,11790.6,11666.4,11542.2,11418,11293.8,11169.6,11045.4,..,..
